№ Кампании,Название кампании,Тип кампании,Статус кампании,Название пакетной стратегии,Тип стратегии,№ Группы,Название группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Место клика,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Жанры и тематики,Тип инвентаря,Производитель устройства,Версия ОС устройства,Тип устройства,Тип операционной системы,Тип связи,Тип площадки,Вид размещения,Тематика телеграм-канала,"Расход, ₽",Клики,"CPC, ₽","Отказы, %",Глубина просмотра,Конверсии,"CR, %","CPA, ₽","Доход (от ценности конверсий), ₽","ДРР (по ценности), %",ROI (по ценности),"Прибыль (по ценности), ₽"
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,онлайн консультация психолога с помощью ии,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. КПТ. Бесплатная встреча (30 минут),Конфиденциальная работа. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,сколько стоит психолог в воронеже,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,45-54 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психолог онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,юлия йоффе психолог стоимость консультации,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог для работы с тревожностью и беспокойством,Конфиденциально. Защищенные каналы связи.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,6–10%,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,бачинская оксана психолог стоимость приема,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,Старше 55,2–5%,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психолог онлайн дешевый,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,25-34 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психолог онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,25-34 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,терапия онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,КПТ. Онлайн-консультации с психологом.,Помогу разобраться с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,кпт психотерапевт спб,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,2–5%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,сколько стоит в среднем сеанс у психолога фмба красноярск,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,45-54 года,Топ 1%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,найти психолога онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,записаться к психологу онлайн,-,0,-,0,мос ру запись к психологу,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,6–10%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,записаться к психологу онлайн,-,0,-,0,галина тимошенко психолог записаться на прием онлайн,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,онлайн анонимная психологическая помощь,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Не определен,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Помогу справиться с тревогой,Конфиденциально. Научный метод. Работа с мыслями и эмоциями. Домашнее задание.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психотерапевты онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Оригинальный,,,,Не определен,Не определен,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,консультация психолога онлайн васильева елена в спб,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. КПТ. Бесплатная встреча (30 минут),Конфиденциальная работа. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,психолог челябинск цены взрослый,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,психолог челябинск цены взрослый,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},Заголовок и ссылка перехода,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,67.57,1,67.57,0.00,1.00,0,0.00,-,0.00,-,-1.00,-67.57
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,психолог консультация цена,-,0,-,0,какие цены в перми на прием к психологу,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,45-54 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,помощь психолога при тревоге,-,0,-,0,сеанс гипноза от тревоги и страха,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,сервис поиска психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,КПТ. Онлайн-консультации с психологом.,Помогу разобраться с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,психолог онлайн консультация,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,КПТ. Онлайн-консультации с психологом.,Помогу разобраться с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,чаты поддержки психологические,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психолог на два часа,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. КПТ. Бесплатная встреча (30 минут),Конфиденциальная работа. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Оригинальный,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,youtalk сайт психологов,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,Остальные,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,найти психолога онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,35-44 года,2–5%,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,услуги психолога онлайн,-,0,-,0,,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,2–5%,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психотерапевт онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. КПТ. Бесплатная встреча (30 минут),Конфиденциальная работа. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,найти психолога онлайн,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Мужской,35-44 года,2–5%,Не определено,,Баннеры,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,кпт терапия новосибирск,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,кпт терапия новосибирск,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},Заголовок и ссылка перехода,Текстово-графический,Автоматический,,,,Женский,25-34 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Не определено,71.11,1,71.11,0.00,1.00,0,0.00,-,0.00,-,-1.00,-71.11
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,-,0,-,0,психолог онлайн консультация,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Помогу справиться с тревогой,Конфиденциально. Научные методы. Понятные цели. Домашние задания. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,45-54 года,6–10%,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
704073639,Психолог Ксения,Единая перфоманс-кампания,Активные,,Максимум конверсий с ограничением по цене,5662806799,Тревога и паника,Автотаргетинг,,-,0,-,0,психологическая помощь поддержка,Целевые запросы,Запросы без упоминания брендов,-,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально. Метод КПТ.,Бесплатная встреча 30 минут. Конкретные техники. Домашнее задание. Поддержка.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,Текстово-графический,Автоматический,,,,Женский,35-44 года,Остальные,Не определено,,Баннеры,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Не определено,0.00,0,-,-,-,0,-,-,0.00,-,-,0.00
