№ Кампании,Название кампании,Тип условия показа,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Название площадки,Площадка выключена в РК,Можно запретить площадку,"Расход, ₽",Показы,Клики,"Взвешенный CTR, %","CTR, %",Ср. объём трафика,Ср. позиция показа,Конверсии,"CR, %","CPA, ₽"
704073639,Психолог Ксения,Фраза,сайт где нужна помощь психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,80.86,3.00,0,-,-
704073639,Психолог Ксения,Фраза,лучший психотерапевт по тревожным расстройствам в ростове,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,144.09,1,1,93.04,100.00,107.48,3.00,1,100.00,144.09
704073639,Психолог Ксения,Фраза,яндекс услуги психолог,Широкие запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,виртуальная приемная психолога,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,107.57,2.00,0,-,-
704073639,Психолог Ксения,Фраза,тревожное расстройство навязчивые мысли что делать к какому врачу,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,115.88,1.00,0,-,-
704073639,Психолог Ксения,Фраза,анонимный чат с психологом мы рядом,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,138.58,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сколько стоит психолог в новосибирске,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,111.12,1.00,0,-,-
704073639,Психолог Ксения,Фраза,психотерапия при тревожности,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,130.67,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,анонимная психологическая помощь онлайн для взрослых,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,33.88,1,1,108.68,100.00,92.02,2.00,0,0.00,-
704073639,Психолог Ксения,Фраза,когнитивно поведенческая терапия слушать,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог онлайн разговор,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,38.39,1,1,124.03,100.00,80.63,3.00,0,0.00,-
704073639,Психолог Ксения,Фраза,зигмунд психолог онлайн,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,2,0,0.00,0.00,51.09,3.00,0,-,-
704073639,Психолог Ксения,Фраза,мария серебрякова психолог цена консультации,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,куда обратиться с паническими атаками,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,77.42,2.00,0,-,-
704073639,Психолог Ксения,Фраза,эго ресурс челябинск сайт психологии,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог москва авито,Широкие запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог в краснодаре консультация цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт психологов,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,групповые встречи с психологом анонимных тревожных,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн психолог центр ментального здоровье,Широкие запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог волгоград кпт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,колмановский александр психолог стоимость приема,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,29.10,2,1,92.17,50.00,54.25,5.00,0,0.00,-
704073639,Психолог Ксения,Фраза,официальный сайт городского психологического центра г омск,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,специалисты по кптср в уфе,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,6.31,6.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог консультации,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,юлия попович онлайн платформа для психологов,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,александр колмановский психолог консультация цена,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,прием психолога в спб цены,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,специалист по тревожным расстройствам в санкт петербурге,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог на дом спб,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,36.55,1,1,86.89,100.00,115.08,3.00,0,0.00,-
704073639,Психолог Ксения,Фраза,ру психолог,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог сайт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,27.14,2,1,93.29,50.00,53.60,2.00,0,0.00,-
704073639,Психолог Ксения,Фраза,петухова юлия психолог авито,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн платформы для психологов,Широкие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог новосибирск цены,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,17.15,1,1,66.94,100.00,149.39,1.00,0,0.00,-
704073639,Психолог Ксения,Фраза,психолог волгоград цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,https psysovet ru consultation 142227,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,79.81,1.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог уфа взрослый стоимость,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,38.98,1,1,74.42,100.00,134.37,1.00,1,100.00,38.98
704073639,Психолог Ксения,Фраза,семизорова ирина психотерапевт сайт официальный,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,сайт психотерапевт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,54.25,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог сайт наталья,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт где можно брать проверенные психологические методики,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,психологический сайт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,78.56,5.00,0,-,-
704073639,Психолог Ксения,Фраза,карточки на ассоциации психологов онлайн,Сопутствующие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психотерапевт кпт екатеринбург,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,5.58,7.00,0,-,-
704073639,Психолог Ксения,Фраза,александр колмановский психолог консультация цена,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,70.22,2.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн спб мария александровна,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн спб мария,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,специалист психолог в краснознаменске,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,123.57,2.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,когнитивно поведенческая терапия в спб,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,3,0,0.00,0.00,140.94,2.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн консультация екатеринбург,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,59.94,1,1,1176.47,100.00,8.50,5.00,0,0.00,-
704073639,Психолог Ксения,Фраза,нейросеть психолог по тревоге общаться,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сколько обычно стоит час психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,коррекция тревожных мыслей,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,школьная тревожность психолог,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,кпт психотерапевт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,42.99,2,1,38.15,50.00,131.06,3.50,0,0.00,-
704073639,Психолог Ксения,Автотаргетинг,психолог онлайн консультация,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,30.34,3,1,39.59,33.33,84.20,2.00,0,0.00,-
704073639,Психолог Ксения,Фраза,что помогает при тревоге сразу спроси врача,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,чат психологической поддержки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,144.54,1.00,0,-,-
704073639,Психолог Ксения,Фраза,ясно сервис психологов,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психологи краснодар тревожность испуг взрослый,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,99.27,1.00,0,-,-
704073639,Психолог Ксения,Фраза,к какому врачу обращаться при панических атаках и тревоге,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,73.35,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психологическая поддержка онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,5.19,8.00,0,-,-
704073639,Психолог Ксения,Фраза,психотерапевт онлайн консультация,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,нейропсихолог цена,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,антон коротких психолог онлайн,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,70.63,2.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог ру официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,прием психолога в спб цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,мурашева екатерина психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,надежда асанова психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,консультация психолога в москве цена час,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,60.05,4.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,клин психолог работающий по когнитивно поведенческой,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,125.16,2.00,0,-,-
704073639,Психолог Ксения,Фраза,цена на занятие нейропсихолога в новосибирске,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,татьяна рыклина психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,агрегаторы психологических услуг,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,44.42,6.00,0,-,-
704073639,Психолог Ксения,Фраза,наталья миронова психолог стоимость консультации спб,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,57.48,2.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,анонимный психолог,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,62.76,2,1,41.06,50.00,121.78,1.00,0,0.00,-
704073639,Психолог Ксения,Фраза,цена психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сколько стоит прием у психолога в ростове,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,120.32,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,индивидуальная консультация психолога,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,-,0,-,-
704073639,Психолог Ксения,Фраза,елена новоселова психолог официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,131.35,1.00,0,-,-
704073639,Психолог Ксения,Фраза,кошачий психолог онлайн,Широкие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,николай иванович козлов психолог официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,54.25,5.00,0,-,-
704073639,Психолог Ксения,Фраза,можно ли обратиться к психотерапевту с чувством тревоги и беспокойства,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,50.90,5.00,0,-,-
704073639,Психолог Ксения,Фраза,светлана коланькова психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психологическая газнта офиц сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,таша валеева психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,108.76,1.00,0,-,-
704073639,Психолог Ксения,Фраза,екатерина казурова волгоград психолог стоимость сеанса,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,интроверт психология сайт,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,психология сайт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,авито психолог спб,Широкие запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,3,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психологи онлайн отзовы,Сопутствующие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,какие цели преследует последнее онлайн консультирование с точки зрения психолога,Сопутствующие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,44.42,6.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог спб кпт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,82.49,4.00,0,-,-
704073639,Психолог Ксения,Фраза,психология онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,файнштейн барбара викторовна психолог стоимость,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,54.66,2.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психологи онлайн сайт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,90.03,2.00,0,-,-
704073639,Психолог Ксения,Фраза,балансити сайт психологов,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,52.22,2.00,0,-,-
704073639,Психолог Ксения,Фраза,шанс серпухов официальный сайт психологический центр,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог 1 рф,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,148.64,1.00,0,-,-
704073639,Психолог Ксения,Фраза,психологи рф,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,139.90,1.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт в 17 психология официальный,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,122.57,1.00,0,-,-
704073639,Психолог Ксения,Фраза,альтер психологический сайт для психологов,Сопутствующие запросы,Запросы с упоминанием брендов конкурентов,Семантическое,психологический сайт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,когнитивно поведенческая терапия ростов на дону,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,2,0,0.00,0.00,98.82,3.00,0,-,-
704073639,Психолог Ксения,Фраза,сколько стоит сессия с психологом екатериной целиковой,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,118.06,1.00,0,-,-
704073639,Психолог Ксения,Фраза,москва стоимость одного сеанса психологической помощи психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,8.73,1,1,134.32,100.00,74.45,2.00,0,0.00,-
704073639,Психолог Ксения,Фраза,высота красноярск психологический центр официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог красноярск цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн консультация психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,кпт психолог москва,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,3,0,0.00,0.00,39.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,перечень тем запросов для онлайн консультирования психолога,Сопутствующие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн платформа для консультирования помощь психологу,Целевые запросы,Запросы без упоминания брендов,Пословное,,Поиск,Спецразмещение,yandex,Нет,Нет,46.32,1,1,73.09,100.00,136.82,1.00,1,100.00,46.32
704073639,Психолог Ксения,Автотаргетинг,психотерапевт удаленно,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,50.59,4.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн,Широкие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,чат с психологом онлайн,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,188.87,2.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог онлайн,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,m.images.yandex.ru,Нет,Да,0.00,1,0,0.00,0.00,100.00,-,0,-,-
704073639,Психолог Ксения,Автотаргетинг,сеанс психологии кпт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,173.24,1.00,0,-,-
704073639,Психолог Ксения,Фраза,прием ру сайт психологов,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,137.38,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,сеанс психологии кпт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог кпт,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,139.45,3.00,0,-,-
