Поисковый запрос,№ Кампании,Название кампании,№ Группы,Название группы,Тип условия показа,Ключевая фраза,Тип соответствия,Категория запроса,Упоминания брендов в запросах,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Производитель устройства,Версия ОС устройства,Тип устройства,Тип операционной системы,Тип связи,Тип площадки,Вид размещения,Тип стратегии,Название пакетной стратегии,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
психолог красноярск консультация цены,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога цена,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,45-54 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,65.03,1,1,0,0.00,-,100.00,65.03,1.16,86.15,116.08,1.00,1.00,0.00,1.00
психолог онлайн,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,психолог онлайн -консультация -помощь -цена -стоимость -запись -записываться -кпт -находить -сайт -тревожность -тревога -анонимный,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог при тревожности. Онлайн.,Разберитесь с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Мужской,25-34 года,2–5%,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.27,0.00,127.11,5.00,-,-,-
оказание психологической помощи взрослым,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Узкие запросы,Запросы без упоминания брендов,-,0,-,0,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Не определен,35-44 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
психотерапевт в переписке,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Не определен,Не определен,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.79,5.00,-,-,-
психолог при панических атаках,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Мужской,25-34 года,Остальные,Не определено,-,-,Планшеты,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.82,0.00,82.46,4.00,-,-,-
психологическая консультация онлайн,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Не определен,Не определен,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,56.03,1,1,1,100.00,56.03,100.00,56.03,1.67,59.80,167.21,1.00,1.00,0.00,1.00
психологическая помощь,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,45-54 года,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.82,0.00,81.66,2.00,-,-,-
стоит ли прощать и ждать если любишь а женщина ушла к другому,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Узкие запросы,Запросы без упоминания брендов,-,0,-,0,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Мужской,45-54 года,6–10%,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.04,0.00,103.81,3.00,-,-,-
когнитивно поведенческая терапия серпухов,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,35-44 года,Остальные,Не определено,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,78.07,1,1,0,0.00,-,100.00,78.07,1.23,81.46,122.76,1.00,1.00,0.00,2.00
консультация психолога в краснознаменске,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Женский,45-54 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
психолог отвечает онлайн,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Помогу справиться с тревогой,Конфиденциально. Защищенные каналы связи. Помощь в конкретном результате.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,35-44 года,2–5%,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.05,0.00,5.19,8.00,-,-,-
психолог отвечает онлайн,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог при тревожности. Онлайн.,Разберитесь с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,35-44 года,2–5%,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.37,0.00,36.88,-,-,-,-
психологи пермь лучшие расставание,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Узкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн. Конфиденциально.,Помогу разобраться с тревогой и беспокойством. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Женский,25-34 года,6–10%,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.31,0.00,130.62,5.00,-,-,-
где в перми можно спустить стресс,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по тревожности. Помогу вернуть спокойствие,Конфиденциально. Научные методы. Конкретные техники. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,25-34 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.06,0.00,105.89,2.00,-,-,-
психолог онлайн анонимно новосибирск,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,анонимный психолог онлайн,Пословное,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.38,0.00,138.22,5.00,-,-,-
интернет ресурс спросить психолога,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог при тревожности. Онлайн.,Разберитесь с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,6–10%,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.52,0.00,51.98,2.00,-,-,-
стоимость приема врача психолога,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,стоимость консультации психолога,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,25-34 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
психологический разрыв с бывшей супругой,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Узкие запросы,Запросы без упоминания брендов,-,0,-,0,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Мужской,45-54 года,6–10%,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
в стрессе ищу помощи,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог для работы с тревожностью и беспокойством,Конфиденциально. Защищенные каналы связи.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.88,0.00,87.94,2.00,-,-,-
психологическая помощь в спб,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,Старше 55,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
психолог аддиктолог стоимость в москве,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога цена,Семантическое,Альтернативные запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,24.96,1,1,0,0.00,-,100.00,24.96,0.98,101.69,98.34,2.00,2.00,0.00,1.00
доказательный психолог кпт рэпт act сft и нутрициолог https cbt o,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,Старше 55,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,8.31,1,1,0,0.00,-,100.00,8.31,0.92,108.46,92.20,2.00,2.00,0.00,1.00
сайт в 17 психология официальный,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,сайт психолога,Семантическое,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,"Помощь при тревожности. Конфиденциально, онлайн",Психолог Ксения Парваткина. Структурированный подход с практическими техниками.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,Старше 55,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.29,0.00,129.46,1.00,-,-,-
суркова лариса психолог сайт,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,психолог онлайн -находить -тревожность -тревога -стоимость -записываться -консультация -цена -запись,Семантическое,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,0,-,0,,1890155724754657248,Остановленные,Нейрообъявление,КПТ-психология онлайн. Бесплатная вводная встреча,Конфиденциально. Конкретные техники и упражнения. Поддержка на каждом этапе.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.58,0.00,157.52,1.00,-,-,-
специалист для стресса,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог для работы с тревожностью и беспокойством,Конфиденциально. Защищенные каналы связи.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,45-54 года,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.08,0.00,108.45,1.00,-,-,-
семейный психолог онлайн консультация,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Тревога и беспокойство? Психолог онлайн.,Конфиденциальные консультации. Структурированный подход. Практические темы.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,45-54 года,2–5%,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.06,0.00,5.58,-,-,-,-
золоторев сергей юрьевич психолог сайт,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,психолог онлайн -находить -тревожность -тревога -стоимость -записываться -консультация -цена -запись,Семантическое,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог при тревожности. Онлайн.,Разберитесь с тревожными состояниями. Конфиденциально. Без обязательств.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Эксклюзивное размещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.30,0.00,129.72,1.00,-,-,-
жуковский психолог на дом платно,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога цена,Семантическое,Альтернативные запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,45-54 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.70,0.00,70.09,3.00,-,-,-
в чем удобство онлайн консультации психолога,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,Семантическое,Сопутствующие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог для работы с тревожностью и беспокойством,Конфиденциально. Защищенные каналы связи.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,45-54 года,Остальные,Не определено,-,-,Десктопы,Не определён,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.49,0.00,149.10,1.00,-,-,-
сколько стоит сессия у психолога максима ермолаева,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,стоимость консультации психолога,Семантическое,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,0,-,0,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,2–5%,Не определено,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
сайт психолога,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,психолог онлайн -находить -тревожность -тревога -стоимость -записываться -консультация -цена -запись,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,25-34 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.09,0.00,109.07,-,-,-,-
онлайн помощь людям по психологии,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога онлайн,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог онлайн по методу КПТ.,Конфиденциальные консультации. Без обязательств. Помощь в вашем случае.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
семейный психолог цена,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,стоимость консультации психолога,Семантическое,Широкие запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Остановленные,Нейрообъявление,Психолог при тревоге. Конфиденциально и онлайн.,Бесплатная встреча. Конкретные техники. Домашнее задание для закрепления.,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,25-34 года,Остальные,Не определено,-,-,Смартфоны,Android,Мобильная связь,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
оксана бочинская психолог стоимость,704073639,Психолог Ксения,5662806799,Тревога и паника,Фраза,консультация психолога цена,Семантическое,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,45-54 года,Остальные,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.56,0.00,55.99,3.00,-,-,-
где найти врача по кпт,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Женский,35-44 года,2–5%,Не определено,-,-,Смартфоны,iOS,Wi-Fi,Поиск,Спецразмещение,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,1.24,0.00,124.49,4.00,-,-,-
когнитивно бихевиоральная терапия найти психолога,704073639,Психолог Ксения,5662806799,Тревога и паника,Автотаргетинг,,-,Целевые запросы,Запросы без упоминания брендов,-,0,-,0,,1890155724754657248,Активные,Нейрообъявление,Психолог по методу КПТ. Конфиденциально.,Помогу разобраться с тревожными состояниями. Конкретные техники. Запишитесь!,https://happy-habits.ru/v/a/?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Мужской,35-44 года,2–5%,Не определено,-,-,Смартфоны,Android,Wi-Fi,Поиск,Прочее,Максимум конверсий с ограничением по бюджету,,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
