"Клиент Пользователь подписки (badver), период 06.02.2026 - 13.02.2026"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 06.02.2026 по 13.02.2026";;390,90;737;83;11,26;3127,22;37,68;-;0,00;0

"Дата";"Поисковый запрос";"Кампания";"№ Кампании";"Группа";"№ Группы";"Условие показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
09.02.2026;"памятка психолога как справиться со стрессом";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"помощь психолога онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"помощь психолога онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Широкие запросы";2;0;0,00;0,00;-;-;-;0
09.02.2026;"после сессии психолога откаты тревоги";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог тревожность";"семантическое";-;"Сопутствующие запросы";1;1;100,00;15,28;15,28;-;-;0
09.02.2026;"психолог автор учения о стрессе";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог записаться онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"записаться к психологу онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог казань консультация цены на услуги отзывы пациентов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Сопутствующие запросы";1;1;100,00;10,22;10,22;-;-;0
09.02.2026;"психолог кинезиолог консультации онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог онлайн задать вопрос";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог онлайн консультация анонимно";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог онлайн телефон";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог онлайн чат";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог пермь консультация цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог по тревоге ростов на дону";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог работающий с тревожностью";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психолог тревога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психологи которые работают с тревогой выгоранием";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог выгорание -эмоциональный";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психологи которые работают с тревогой выгоранием";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог эмоциональное выгорание";"семантическое";-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
09.02.2026;"психологи онлайн слушать";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психологическая помощь сайты";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";2;0;0,00;0,00;-;-;-;0
09.02.2026;"психотерапевт консультация онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психотерапевт онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психотерапевт рпп онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"психотерапевтическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"сайт чтобы устранить тревожность";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"срочная психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"экзамен без стресса в 9 классе от психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
09.02.2026;"электронный психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"ai therapist ии психолог чат с психологом онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"avito меня зовут виктория я дипломированный практикующий психолог работаю онлайн использую методы транзактного анализа когнитивно поведенческой терапии и методы других направлений";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"когнитивно поведенческая терапия онлайн психолог";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"агрегатор психологов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"анонимный психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"анонимный чат психологической помощи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;2;100,00;145,38;72,69;-;-;0
10.02.2026;"анонимный чат с психологом";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"волшебники я психолог по стрессу как на ваш вкус выглядел бы я в компании с зигмундом фрейдом и эриком эриксоном";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"выявление тревожности 15 18 лет методики педагог психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог тревожность";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"гипнолог онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";3;0;0,00;0,00;-;-;-;0
10.02.2026;"дарья онлайн психолог 55 лет волгоград";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;1;100,00;13,48;13,48;-;-;0
10.02.2026;"задать вопрос психологу онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";3;0;0,00;0,00;-;-;-;0
10.02.2026;"запрет онлайн психологов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"зигмунд онлайн психологи личный кабинет";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";3;0;0,00;0,00;-;-;-;0
10.02.2026;"зигмунд психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
10.02.2026;"ии психолог кпт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"ии психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"ии психолог онлайн без регистрации";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
10.02.2026;"ищу психолога онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"ищу психолога онлайн объявления";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"как побороть страхи и тревогу самара";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"как психолог может помочь в материнском выгорании";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог эмоциональное выгорание";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"когнитивно поведенческая терапия записаться на прием в ростове";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"когнитивно поведенческая терапия кпт москва";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"когнитивно поведенческая терапия онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;43,31;43,31;-;-;0
10.02.2026;"когнитивно поведенческая терапия спб";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"когнитивно поведенческая терапия спб психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"когнитивно поведенческая терапия спб специалисты";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;27,00;27,00;-;-;0
10.02.2026;"когнитивно поведенческий психотерапевт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"коммунарка где нужен психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
10.02.2026;"консультант психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"консультация психолога онлайн по телефону";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Альтернативные запросы";1;1;100,00;60,33;60,33;-;-;0
10.02.2026;"коуч консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"кпт групповая в нижнем новгороде";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"кпт краснодар записаться";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;21,48;21,48;-;-;0
10.02.2026;"кпт психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";4;0;0,00;0,00;-;-;-;0
10.02.2026;"кпт психолог красноярск";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;25,84;25,84;-;-;0
10.02.2026;"кпт психотерапевт волгоград";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"кпт специалисты в перми";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"круглосуточная психологическая помощь";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"личный психолог в телефоне";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;60,93;60,93;-;-;0
10.02.2026;"онлайн запись клиентов для психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"онлайн психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;40,93;40,93;-;-;0
10.02.2026;"онлайн служба психологической поддержки stuсk";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"онлайн слушать психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Альтернативные запросы";1;1;100,00;17,16;17,16;-;-;0
10.02.2026;"программа по снижению тревожности дошкольников педагог психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог тревожность";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"программа по снижению тревожности дошкольников педагог психолог 3 7 лет";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог тревожность";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"проработка страха проявленности краснодар";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог аудио слушать онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог в краснодаре консультация цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Широкие запросы";3;1;33,33;74,96;74,96;-;-;0
10.02.2026;"психолог ии онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог казань онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог когнитивно поведенческая терапия ростов на дону";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог кпт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог краснодар консультации недорого";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог краснодар консультации недорого номер телефона";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог красноярск консультация цены";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог красноярск консультация цены и отзывы";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог мне нужен я запуталась";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог может помочь разобраться с тревожностью и стрессом";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог онлайн анонимно";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;59,97;59,97;-;-;0
10.02.2026;"психолог онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог онлайн консультация ростов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"пословное";-;"Широкие запросы";1;1;100,00;64,01;64,01;-;-;0
10.02.2026;"психолог онлайн краснодар кристина абдрашитова";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог онлайн пермь";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог онлайн с зависимостями алкогольными";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог онлайн узб";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог онлайн чат";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психолог чат";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологи наши";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологи онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"не определено";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологическая консультация при панических атаках";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологическая поддержка";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;1;50,00;19,18;19,18;-;-;0
10.02.2026;"психологическая поддержка для молодежи онлайн анонимно";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"анонимный психолог онлайн";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологическая помощь в трудных жизненных ситуациях";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
10.02.2026;"психологическая срочная помощь";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологический прием постепенного блокирования";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психологом за 30 секунд";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психотерапевт онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психотерапевты онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"психотерапия от тревожного расстройства";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"рейтинг лучших онлайн консультаций психотерапевтов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Сопутствующие запросы";1;1;100,00;89,44;89,44;-;-;0
10.02.2026;"сервис онлайн психологов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"служба поддержки психологическая помочь срочно";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"срочная психологическая помощь";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"стресс после увольнения что делать послушать психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"семантическое";-;"Сопутствующие запросы";3;0;0,00;0,00;-;-;-;0
10.02.2026;"темы индивидуальных занятий педагога психолога в доу на тревожность";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог тревожность";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"чат ии онлайн психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"чат психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"шерешевская кристина юрьевна психолог онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Альтернативные запросы";1;1;100,00;52,81;52,81;-;-;0
10.02.2026;"эмоциональное выгорание психологов по маслач";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог эмоциональное выгорание";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
10.02.2026;"ясно психологи онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"b17 сайт психологов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"анонимная психологическая помощь";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"анонимный чат с психологами";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;10,76;10,76;-;-;0
11.02.2026;"анонимный чат с психологом ии";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"анонимный психолог онлайн";"семантическое";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"бот психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"вопрос психологу";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"вопрос психологу онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"где можно пообщаться с психологом онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"где найти психолога онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"если меня мучает тревожность то к какому врачу обратиться";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог при тревоге -сильный -справляться -стресс";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"задать вопрос психологу онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";3;0;0,00;0,00;-;-;-;0
