№ Кампании,Название кампании,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Региона таргетинга,Регион таргетинга,Регион местонахождения,Регион местонахождения,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,"Взвешенный CTR, %","CTR, %",Ср. объём трафика,Ср. позиция показа,Конверсии,"CR, %","CPA, ₽","CPC, ₽","CPM, ₽","Ср. ставка за клик, ₽","Отказы, %",Глубина просмотра
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Бирск,20689,Бирск,20689,Женский,25-34 года,Остальные,Не определено,0.00,2,0,0.00,0.00,54.25,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Санкт-Петербург,2,Алматы,162,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,65.48,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Ленинск-Кузнецкий,11285,Ленинск-Кузнецкий,11285,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,61.38,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Биракан,103559,Биракан,103559,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,108.06,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17349513059,Активные,Текстово-графическое,КПТ психолог онлайн,Реальные техники и упражнения,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Нижний Новгород,47,Кстово,20044,Женский,35-44 года,Остальные,Не определено,64.29,1,1,112.76,100.00,88.68,4.00,0,0.00,-,64.29,64285.00,65.27,0.00,1.00
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Еткуль,100854,Еткуль,100854,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,79.33,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Обнинск,967,Обнинск,967,Женский,45-54 года,Остальные,Не определено,0.00,2,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Братск,976,Братск,976,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,56.40,-,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Курган,53,Курган,53,Женский,45-54 года,Остальные,Не определено,96.72,1,1,113.80,100.00,87.87,2.00,0,0.00,-,96.72,96724.02,102.79,0.00,1.00
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Азов,11030,Кулешовка,118531,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Самара,51,Самара,51,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Самара,51,Самара,51,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,76.06,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Самара,51,Новокуйбышевск,11135,Мужской,25-34 года,2–5%,Не определено,0.00,1,0,0.00,0.00,32.14,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Сосновый Бор,10891,Сосновый Бор,10891,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0.00,0.00,127.87,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Хабаровск,76,Хабаровск,76,Женский,25-34 года,2–5%,Не определено,0.00,1,0,0.00,0.00,51.24,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Бугульма,11122,Берёзовское сельское поселение,174120,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005723,Активные,Текстово-графическое,КПТ-психолог. Работа с тревожностью онлайн.,Конкретные навыки управления тревогой. Краткосрочный научный метод.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Казань,43,Казань,43,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Петропавловск-Камчатский,78,Петропавловск-Камчатский,78,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Калач,10677,Хрещатовское сельское поселение,156024,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Приморско-Ахтарск,11000,Приморско-Ахтарск,11000,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17630807094,Активные,Текстово-графическое,"КПТ психолог, эксперт по работе с тревожностью",Реальные техники и упражнения,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Алматы,162,Алматы,162,Женский,25-34 года,2–5%,Не определено,0.00,1,0,0.00,0.00,95.14,2.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Аксай,11031,Аксай,11031,Женский,35-44 года,6–10%,Не определено,0.00,2,0,0.00,0.00,126.97,2.50,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Бежецк,10804,Бежецк,10804,Женский,35-44 года,Остальные,Не определено,31.19,1,1,107.72,100.00,92.83,1.00,0,0.00,-,31.19,31186.23,40.53,0.00,1.00
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Ставрополь,36,Ставрополь,36,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Серноводский сельсовет,179065,Серноводский сельсовет,179065,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Сельское поселение Саянтуйское,182743,Сельское поселение Саянтуйское,182743,Женский,25-34 года,Остальные,Не определено,0.00,2,0,0.00,0.00,77.35,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Магадан,79,Магадан,79,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0.00,0.00,88.84,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Сорочинск,20033,Сорочинск,20033,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,36.78,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Приморско-Ахтарск,11000,Приморско-Ахтарск,11000,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Саратов,194,Саратов,194,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Воронеж,193,Воронеж,193,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,81.73,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Псков,25,Псков,25,Женский,45-54 года,Остальные,Не определено,0.00,5,0,0.00,0.00,63.40,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Томск,67,Мыски,11288,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,69.11,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Пенза,49,Пенза,49,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Арзамас,11080,Арзамас,11080,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Буланаш,121261,Буланаш,121261,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,92.83,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Ирбит,11163,Ирбит,11163,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,71.20,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Волгоград,38,Волгоград,38,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,148.42,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Ижевск,44,Ижевск,44,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,101.22,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Белгород и область,10645,Белгород и область,10645,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17349513059,Активные,Текстово-графическое,КПТ психолог онлайн,Реальные техники и упражнения,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Минеральные Воды,11063,Минеральные Воды,11063,Мужской,35-44 года,Остальные,Не определено,0.00,4,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Севастополь,959,Севастополь,959,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,48.58,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Домбаровка,172699,Ясный,20034,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Самара,51,Самара,51,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,6.31,6.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Наро-Фоминск,10741,Наро-Фоминский городской округ,98597,Женский,25-34 года,6–10%,Не определено,0.00,1,0,0.00,0.00,86.74,2.00,0,-,-,-,0.00,-,-,-
